id_direccion,calle,codigo_postal,provincia,pais,id_pais
435,Acceso Martina Gil,48716,Vizcaya,Ecuador,189
436,Acceso de Iván Pérez,37545,Málaga,Benin,2
437,Urbanización de Manuela Gargallo,11148,Toledo,Mauritius,32
438,Glorieta de Magdalena Castrillo,08477,Badajoz,Uzbekistan,97
439,Avenida de Sol Verdugo,31882,Melilla,Azerbaijan,104
440,Avenida Gervasio Berenguer,24839,Asturias,Saudi Arabia,87
441,Camino de Edu Roda,05269,Teruel,Saint Lucia,166
442,Cuesta Estrella Corominas,39045,León,Samoa,179
443,Plaza de Encarna Bilbao,37941,Pontevedra,Gabon,18
444,Callejón de Calisto Bermudez,27713,Granada,Dominica,154
445,Glorieta de Jacobo Pol,33822,Teruel,Tanzania,48
446,Vial de Rufina Mercader,48654,Álava,Thailand,93
447,Glorieta Reyes Aguilar,35497,Tarragona,Cape Verde,7
448,Urbanización de Jose Manuel Neira,22285,Cantabria,Lebanon,77
449,Vial Cipriano Zamora,40652,Ciudad,Nauru,175
450,Avenida de Carmen Jiménez,16506,Ciudad,Honduras,160
451,Paseo Paco Duque,37801,Barcelona,Kenya,24
452,Urbanización de Guadalupe Mulet,14389,Cádiz,Cameroon,6
453,Pasaje Soraya Castro,51570,Castellón,Tonga,181
454,Cañada Vilma Bonilla,35537,Vizcaya,Nigeria,37
455,Rambla de Gerónimo Tamayo,07236,La Rioja,Jamaica,161
456,Pasaje de Rosendo Riquelme,01038,Málaga,Singapore,88
457,Urbanización Áurea Arnau,41897,Ciudad,Congo,11
458,Cañada Graciano Almazán,13990,Tarragona,Romania,136
459,Urbanización Emma Llabrés,43287,Pontevedra,Eritrea,16
460,Via de María Belén Godoy,40635,Valladolid,Grenada,157
461,Urbanización Armida Andrés,36785,Córdoba,South Korea,73
462,Paseo Piedad Haro,21251,Málaga,Namibia,35
463,Pasaje Silvio Oliver,16655,Cantabria,Brazil,186
464,Cañada de Gema Arnau,45324,Zaragoza,Micronesia,174
465,Plaza de Aureliano Capdevila,38246,Vizcaya,New Zealand,176
466,Cañada de Paloma Oliveras,07542,Segovia,Brunei,58
467,Pasadizo de Ariadna Marcos,06097,Burgos,Panama,164
468,Camino Raimundo Molina,46655,La Coruña,Botswana,3
469,Calle de Luis Ángel Marín,02877,Albacete,Malta,128
470,Camino Amílcar Cuesta,46809,Segovia,Nauru,175
471,Cuesta Leocadia Ramón,19979,Valencia,Latvia,123
472,Rambla de Blas Mascaró,42403,Cáceres,Moldova,129
473,Via de María Manuela Suárez,34481,Madrid,Seychelles,41
474,Callejón de Vanesa Milla,17943,Burgos,Solomon Islands,180
475,Paseo Agustín Llamas,48909,Girona,Slovakia,139
476,Rambla Esmeralda Pinilla,12575,Girona,Comoros,10
477,Avenida Mirta Cárdenas,25245,Lugo,Chile,187
478,Plaza Gerardo Quevedo,33567,Valencia,Central African Republic,8
479,C. de Gonzalo Vera,34114,León,Latvia,123
480,Glorieta Elpidio Sanmartín,40955,Albacete,Cambodia,60
481,C. de Genoveva Valcárcel,51647,Ourense,Qatar,85
482,Pasaje Berto Aragonés,07419,Vizcaya,Madagascar,28
483,Calle Rosario Sanchez,35977,Vizcaya,Greece,118
484,Rambla de María Del Carmen Camino,08686,Cantabria,East Timor,62
485,Paseo Rosario Velázquez,07907,Zaragoza,Ghana,20
486,Alameda de Josefa Bertrán,01205,La Rioja,Netherlands,132
487,Acceso de Macario Carreño,27691,Burgos,France,115
488,Alameda Raúl Giménez,10944,Sevilla,Antigua and Barbuda,147
489,Plaza Bautista Lluch,07088,Asturias,Comoros,10
490,Vial de Aurelia Crespo,24905,Ciudad,Senegal,40
491,Via de Manola Pina,33948,Vizcaya,Somalia,43
492,Alameda de Iris Pujol,35220,Zamora,Ireland,121
493,Pasadizo Carmina Pera,39646,Castellón,Eritrea,16
494,Avenida de Apolinar Cardona,24598,Cádiz,Germany,117
495,Acceso de Abilio Company,05156,La Coruña,Paraguay,191
496,Pasadizo de Alejandra Alonso,38618,Las Palmas,Ecuador,189
497,Via de Imelda Capdevila,25608,Soria,Lebanon,77
498,Vial Teo Rius,35363,Huelva,Kenya,24
499,Ronda de Gilberto Prats,12829,Lugo,Colombia,188
500,Glorieta de Tito Miranda,42589,Las Palmas,Equatorial Guinea,15
501,Plaza Gabino Rivero,38337,Granada,Jordan,70
502,Pasadizo Jose Francisco Carbonell,31840,Girona,Nicaragua,163
503,Pasadizo de Teodoro Sarmiento,25239,La Coruña,Fiji,171
504,C. Dalila Gárate,29753,Palencia,Burkina,4
505,Calle de Marisela Tur,13644,Navarra,San Marino,137
506,Paseo de Adán Mendez,21038,Sevilla,Philippines,84
507,Urbanización de Loreto Rocamora,15906,Guipúzcoa,Malaysia,78
508,Urbanización de Nydia Becerra,42500,Ciudad,South Korea,73
509,Camino Benita Lasa,31636,Castellón,Netherlands,132
510,Callejón Dorotea Castro,30690,Cáceres,Armenia,102
511,Paseo Timoteo Francisco,21461,Toledo,Malaysia,78
512,Vial Carmelita Barroso,49282,Sevilla,Cape Verde,7
513,Urbanización Francisca Báez,21571,Valladolid,Comoros,10
514,Via de Lina Llorens,14953,Badajoz,Dominica,154
515,C. Azucena Figueroa,11271,Burgos,Fiji,171
516,Glorieta de Begoña Balaguer,50408,Palencia,Albania,100
517,Urbanización Borja Barral,44839,Álava,Serbia,138
518,Rambla Santos Saura,10342,Salamanca,Marshall Islands,173
519,Glorieta de José María Mateo,04971,Murcia,Venezuela,195
520,Cuesta de Wálter Abad,22406,Córdoba,Macedonia,127
521,Glorieta Apolinar Iriarte,12692,Toledo,Central African Republic,8
522,Pasaje de Marc Reyes,41438,La Coruña,Bolivia,185
523,Pasadizo Tadeo Cabrero,08752,Tarragona,Bulgaria,108
524,Vial de Horacio Díaz,37770,Sevilla,Hungary,119
525,Rambla de Micaela Cuesta,23077,Cádiz,Antigua and Barbuda,147
526,Urbanización de Darío Fonseca,07054,Málaga,Montenegro,131
527,Alameda de Agustín Olmedo,23636,La Rioja,Benin,2
528,Calle Onofre Lerma,09753,Melilla,Gabon,18
529,Paseo Rómulo Barberá,10919,Córdoba,Guinea-Bissau,22
530,Cañada de Jesús Torrecilla,01639,Cáceres,Haiti,159
531,Avenida Emigdio Espada,38990,Valladolid,Bolivia,185
532,Pasaje de Manu Pizarro,39342,Alicante,Eritrea,16
533,C. de Venceslás Rincón,33184,Ourense,San Marino,137
534,C. Sancho Corominas,15322,Salamanca,United Arab Emirates,96
535,Plaza Maricela Tomé,05544,Las Palmas,Kyrgyzstan,75
536,Rambla Ileana García,13869,Tarragona,Israel,68
537,Plaza de Inés Huerta,44059,Ceuta,Gambia,19
538,Via de Rosenda Salinas,22131,Alicante,Somalia,43
539,Glorieta de Trini Roldán,07884,Badajoz,Burkina,4
540,Camino Brunilda Pi,35690,Santa Cruz de Tenerife,Saudi Arabia,87
541,Camino Alonso Elorza,48132,Ávila,Andorra,101
542,Cañada Wálter Viana,12613,Tarragona,Solomon Islands,180
543,Rambla Eva María Egea,36869,Huelva,Denmark,112
544,Cañada Héctor Tur,36992,Valencia,Djibouti,13
545,Cañada de Lupe Meléndez,07528,Ávila,Congo,11
546,Pasaje de Juan Cabrera,23254,Burgos,Benin,2
547,Rambla Faustino Exposito,34806,Teruel,Israel,68
548,Plaza Omar Azcona,15014,Soria,Peru,192
549,Glorieta de Lucho Artigas,41979,Albacete,Vanuatu,183
550,Alameda Arturo Álamo,26296,Melilla,China,61
551,Plaza de Trinidad Calderon,47692,Toledo,Sudan,46
552,Cañada Estela España,32799,Guadalajara,Botswana,3
553,Alameda de Salomé Duque,08507,Castellón,Maldives,79
554,Alameda Roberta Laguna,06157,Zamora,Burkina,4
555,Pasadizo Adolfo Vazquez,43264,Guadalajara,Saint Lucia,166
556,Acceso de Norberto Albero,22796,Alicante,El Salvador,156
557,Pasaje Cebrián Gálvez,11480,Badajoz,Sweden,142
558,Paseo de Damián Amaya,34357,Huesca,Latvia,123
559,Rambla de María Del Carmen Salvà,51016,Córdoba,Burkina,4
560,Rambla de Marina Macías,05765,Teruel,Bahamas,148
561,Via de Macarena Villaverde,04665,La Coruña,East Timor,62
562,Paseo Luna Barón,17057,Ciudad,Venezuela,195
563,Alameda Amelia Cañellas,42857,Zaragoza,Syria,90
564,Alameda de Lucho Galán,24892,Lugo,Bulgaria,108
565,C. de Néstor Córdoba,32467,Zamora,Hungary,119
566,Pasadizo de Ariel Pelayo,50255,Soria,Poland,134
567,Rambla Reina Almeida,39682,Ciudad,Antigua and Barbuda,147
568,Cañada de Félix Barco,23545,Zamora,Ghana,20
569,Urbanización de Plácido Menéndez,01391,Granada,Bhutan,57
570,Via de Nieves Mercader,14960,Zamora,Swaziland,47
571,Avenida Maximiliano Bermejo,08074,Huelva,Japan,69
572,Camino Iker Exposito,16508,Huesca,Rwanda,38
573,Rambla de Priscila Olivé,25177,Málaga,Costa Rica,152
574,Calle Nicolasa Gomila,10766,Girona,Ivory Coast,23
575,Avenida de Paloma Alemany,33983,Tarragona,San Marino,137
576,Urbanización de Emperatriz Sala,03859,Zaragoza,Saudi Arabia,87
577,Cañada Jordi Trillo,36836,Burgos,Armenia,102
578,Acceso de María Dolores Salvador,01815,Zamora,Uzbekistan,97
579,C. Emma Fuster,08026,Guadalajara,Croatia,109
580,Rambla Paz Pla,09804,Zamora,Turkmenistan,95
581,C. Angelino Jara,10329,Barcelona,Albania,100
582,Alameda de Rodrigo Naranjo,31212,Ciudad,Austria,103
583,Rambla Salomón Morales,37021,Murcia,Kenya,24
584,Via de Édgar Estévez,06086,Granada,Vatican City,146
585,Urbanización de Pablo Lucas,45671,Huesca,Colombia,188
586,Plaza de Horacio Sanmartín,27682,Albacete,Slovenia,140
587,C. Benita Murillo,46397,Málaga,Comoros,10
588,Rambla de Macarena Ibáñez,20953,Madrid,Costa Rica,152
589,Cañada Pancho Mínguez,28500,Teruel,Ecuador,189
590,Callejón de Luis Medina,42737,Castellón,Zimbabwe,53
591,Pasadizo Amada Herrero,36232,Sevilla,Mauritania,31
592,Alameda María Belén Gisbert,14682,Sevilla,Monaco,130
593,Callejón de Manuela Vendrell,06750,Albacete,United States,169
594,Paseo de Marisela Guerra,17042,Valladolid,Uganda,51
595,Alameda de Chus Herrero,45290,Cádiz,Djibouti,13
596,Pasadizo Dani Escudero,14655,León,Paraguay,191
597,Avenida Julián Bosch,46966,Cantabria,Hong Kong,63
598,Camino Emigdio Ferrando,36630,Soria,Canada,151
599,Glorieta de Virgilio Reyes,35110,Cáceres,Iceland,120
600,Callejón de Jenaro Recio,42028,Huesca,Thailand,93
601,Acceso de Petrona Nicolás,29791,Cantabria,Guinea,21
602,Acceso Elba Checa,05222,Valladolid,Ethiopia,17
603,Glorieta de Otilia Solano,13270,Salamanca,Saudi Arabia,87
604,Rambla de Gonzalo Calleja,15275,Teruel,Guinea,21
605,Camino de Evita Revilla,11917,Murcia,Ghana,20
606,Cuesta Jose Carlos Donaire,22534,Zaragoza,Haiti,159
607,Alameda de Consuela Gallardo,07481,Asturias,Gambia,19
608,Alameda Sofía Fuster,32909,Almería,Cambodia,60
609,Pasadizo Casandra Carretero,24218,Ceuta,Montenegro,131
610,Acceso Olivia Perelló,29744,Cantabria,Ethiopia,17
611,Alameda Trini Valenciano,17195,Ávila,Lesotho,25
612,Paseo de Luís Perelló,10575,Albacete,Brunei,58
613,Pasadizo de Cristina Escrivá,35464,Lleida,Morocco,33
614,Camino Bautista Garcés,51316,Toledo,Ireland,121
615,C. Natalia Tomé,12543,Lugo,Tunisia,50
616,Ronda Godofredo Pareja,29528,Alicante,North Korea,72
617,Cuesta Benita Cerezo,21305,Castellón,Poland,134
618,Callejón Teodora Grau,51963,Cádiz,Tajikistan,92
619,Ronda Paco Sáenz,43483,Barcelona,Liberia,26
620,Cuesta Amancio Rojas,25610,Baleares,Trinidad and Tobago,168
621,Urbanización Jose Miguel Llabrés,09886,Girona,Uganda,51
622,Plaza de Tere Belmonte,33120,Melilla,Hong Kong,63
623,Acceso de Visitación Cervantes,05820,Burgos,New Zealand,176
624,Cañada Inocencio Borrego,12466,Toledo,Uruguay,194
625,Cuesta de Lupe Prado,39716,Girona,Senegal,40
626,Camino Miguel Ángel Nevado,44368,Castellón,Lesotho,25
627,Calle Ciriaco Meléndez,16436,Soria,Monaco,130
628,Vial Cintia Goicoechea,20133,León,South Africa,44
629,Pasaje de Casandra Collado,09805,Lleida,Costa Rica,152
630,Vial Teresita Arellano,18841,Cantabria,Dominican Republic,155
631,Cañada de Candela Mancebo,26857,Ourense,Netherlands,132
632,Glorieta de Ismael Cortés,41851,Valencia,Taiwan,91
633,Pasaje de Blas Roselló,15750,Ciudad,Honduras,160
634,Urbanización de Nando Miralles,24231,Málaga,Iraq,67
635,Pasaje de Elisabet Prats,08599,Cuenca,Tuvalu,182
636,Via de Atilio Blázquez,10601,Madrid,Cambodia,60
637,Glorieta de Alexandra Amorós,09417,Lugo,Madagascar,28
638,C. Ignacia Elorza,21624,Palencia,Indonesia,65
639,Avenida Cornelio Benavides,47397,Salamanca,Uruguay,194
640,Ronda Claudia Benavente,11818,Barcelona,Germany,117
641,Pasadizo Bernardino Barral,12268,Tarragona,Zimbabwe,53
642,Avenida de Efraín Piquer,32893,Alicante,Ghana,20
643,Calle de Hernán Amigó,25476,Jaén,Suriname,193
644,Callejón de Gregorio Puente,11638,León,Jordan,70
645,Glorieta Artemio Zapata,36571,Baleares,Hungary,119
646,Acceso Florentina Pereira,51604,Burgos,Tunisia,50
647,Rambla de Olivia Prado,40064,Albacete,United Kingdom,145
648,Urbanización Eva Pineda,22618,Segovia,Singapore,88
649,Cuesta Teodosio Patiño,24830,Jaén,Dominica,154
650,Calle Silvio Prada,50789,Pontevedra,Cambodia,60
651,Ronda Silvio Montero,36061,Salamanca,Burundi,5
652,Acceso Ruperta Ramos,05342,Badajoz,Solomon Islands,180
653,Cuesta de Tiburcio Gomila,11722,Las Palmas,Bolivia,185
654,Camino Teobaldo Ibañez,20385,Córdoba,Nigeria,37
655,Cuesta Luisa Ródenas,28794,Valencia,Australia,170
656,Calle Jose Carlos Sanjuan,20299,Málaga,El Salvador,156
657,Rambla Loida Fábregas,24953,Badajoz,Libya,27
658,Acceso de Liliana Requena,40953,Ourense,Mali,30
659,Via de Elvira Tudela,46839,Pontevedra,Mozambique,34
660,Cañada Marcelo Cuervo,37310,Zaragoza,Uganda,51
661,Plaza de Ismael Valenciano,44183,Córdoba,Mali,30
662,Glorieta Julio César Dalmau,03195,Jaén,Turkmenistan,95
663,Calle de Miguela Viana,44840,Almería,New Zealand,176
664,Callejón Juan Luis Cornejo,45570,Alicante,Jordan,70
665,Vial de Eufemia Moll,15353,Cuenca,Gabon,18
666,Paseo Cristian Casas,10710,Pontevedra,Nicaragua,163
667,Urbanización de Fidel Moles,16821,Jaén,Angola,1
668,Cañada de Nazaret Meléndez,22948,Vizcaya,Rwanda,38
669,Via de Onofre Abellán,30511,Jaén,Azerbaijan,104
670,Via de Herminia Bustamante,20509,Ourense,United States,169
671,Via Alberto Guzman,27805,Segovia,Paraguay,191
672,Avenida Florencio Dueñas,09208,Pontevedra,Latvia,123
673,Camino Sonia Azorin,10483,Las Palmas,United Kingdom,145
674,Avenida de Teodoro Palmer,17780,Jaén,Trinidad and Tobago,168
675,Urbanización de Charo Colom,31568,Guadalajara,South Africa,44
676,Rambla Flora Dueñas,51810,Sevilla,Bahamas,148
677,Vial de Bernabé Zurita,45386,La Rioja,Bolivia,185
678,Paseo Marita Sanz,11861,Navarra,Andorra,101
679,Cuesta de Carlito Arrieta,48975,Ceuta,Canada,151
680,Urbanización Victor Manuel Sánchez,03620,Zaragoza,Mauritius,32
681,Callejón de Ana Sofía Mancebo,38989,Teruel,Eritrea,16
682,Urbanización de Abigaíl Aguilera,11961,La Rioja,Bolivia,185
683,Cañada de Víctor Leiva,06644,Castellón,Cameroon,6
684,Plaza de Belen Jaén,07234,Pontevedra,Netherlands,132
685,C. de Guadalupe Solsona,26462,Santa Cruz de Tenerife,Comoros,10
686,Camino Calisto Heredia,19365,Almería,Tuvalu,182
687,Pasaje de Armida Gomila,42846,Málaga,Nigeria,37
688,Callejón Teo Perales,15180,Santa Cruz de Tenerife,Argentina,184
689,Urbanización Marisa Company,27829,Almería,Marshall Islands,173
690,Rambla Joel Mercader,12247,Lugo,Nicaragua,163
691,Acceso de Adelina Montserrat,51765,Valladolid,Dominica,154
692,Pasaje de Baudelio Correa,19217,Sevilla,Cyprus,110
693,Paseo de Salud Lledó,28846,Huesca,San Marino,137
694,Avenida Primitiva Sureda,32861,Guipúzcoa,Rwanda,38
695,Calle de Emma Duran,12486,Guadalajara,Antigua and Barbuda,147
696,Paseo de Miguel Ángel Guzmán,14949,Burgos,Comoros,10
697,Acceso Balduino Barriga,08591,Girona,Lithuania,125
698,Plaza de Marina Crespo,40962,Teruel,United Arab Emirates,96
699,Via de Celestino Caparrós,41960,Málaga,Tunisia,50
700,Vial Febe Rueda,29573,Asturias,Mozambique,34
701,Via Felisa Seguí,42118,Ceuta,Latvia,123
702,C. de Nereida Villalba,19269,Tarragona,Algeria,0
703,Vial Andrea Benavent,49024,Jaén,Malta,128
704,Rambla Jose Ignacio Jerez,28538,Huesca,Sierra Leone,42
705,Callejón de María Dolores Cuervo,31921,Granada,Cambodia,60
706,Vial Marco Simó,37986,Huelva,Chile,187
707,Paseo de Samuel Alberola,14401,La Coruña,Kazakhstan,71
708,Paseo Melisa Segovia,20547,Cádiz,Macedonia,127
709,Alameda Jimena Escudero,29888,Albacete,Iceland,120
710,Pasadizo de Marcelino Gilabert,07757,Sevilla,Singapore,88
711,Calle de María Dolores Cámara,10110,Sevilla,Saint Kitts and Nevis,165
712,Calle Gabino Arce,04342,Sevilla,Israel,68
713,Calle Elena Padilla,46416,Pontevedra,Lesotho,25
714,Rambla Simón Bermejo,07360,Palencia,Eritrea,16
715,Rambla Judith Pomares,42531,Soria,Netherlands,132
716,Calle de Amor Quintana,39979,Barcelona,Slovenia,140
717,Alameda Fidela Martínez,33608,Melilla,Zambia,52
718,Ronda de Edelmiro Cazorla,08098,León,United States,169
719,Cañada de Olga Bermejo,22392,Soria,Andorra,101
720,Alameda de Gregorio Ramos,26968,Málaga,Spain,141
721,Cuesta Toño Solé,31957,La Coruña,Guatemala,158
722,Urbanización Josefina Saura,13409,Ciudad,Palau,177
723,Calle de Mirta Gascón,11819,Baleares,Bolivia,185
724,Cuesta de Osvaldo Amores,42154,Cantabria,Bosnia and Herzegovina,107
725,Via Amparo Gonzalo,29818,Zaragoza,Lithuania,125
726,Ronda de Jose Manuel Carnero,49672,Zamora,Japan,69
727,Alameda Jordán Rodríguez,48624,Zamora,Samoa,179
728,Vial de Conrado Iñiguez,26442,Córdoba,Botswana,3
729,Paseo de Ester Novoa,24575,Madrid,Austria,103
730,Camino de Urbano Milla,04733,Cantabria,Oman,82
731,Rambla de José Luis Rodriguez,19840,Huelva,Honduras,160
732,Glorieta Heliodoro Sosa,05625,Baleares,Mongolia,80
733,Acceso de Marcelo Colom,06841,Ourense,Panama,164
734,Cañada Marcia Guillén,16067,Baleares,Namibia,35
735,Cuesta de Montserrat Carretero,33909,Almería,Turkmenistan,95
736,Calle Curro Balaguer,51541,Las Palmas,Slovenia,140
737,Pasadizo de Luisina Saura,36551,Córdoba,Bulgaria,108
738,Glorieta Consuelo Barberá,50603,Badajoz,Afghanistan,54
739,Calle de Isaura Abril,48749,Cuenca,Japan,69
740,Calle de Rufina Pazos,32652,Navarra,Uzbekistan,97
741,Ronda Candela Mascaró,27941,Albacete,Gabon,18
742,Paseo Manu Maldonado,19639,Zaragoza,Marshall Islands,173
743,Acceso de Dorita Anglada,33990,Guadalajara,Benin,2
744,Camino de Vanesa Madrid,11234,Valladolid,Iceland,120
745,Camino Juliana Garzón,42041,Las Palmas,Israel,68
746,Acceso de Amor Verdejo,43416,Barcelona,Uruguay,194
747,Pasaje de Vera Lobo,14772,La Coruña,United Arab Emirates,96
748,Camino Vilma Landa,05339,Ourense,Cambodia,60
749,Via de Juan José Barreda,20612,Albacete,Algeria,0
750,Rambla Luis Ángel Ródenas,41277,Zaragoza,Fiji,171
751,Paseo de Vasco Martinez,17720,Almería,Rwanda,38
752,Urbanización Candelaria Montalbán,39900,Vizcaya,Saint Vincent and the Grenadines,167
753,Urbanización de Flora Tudela,37468,Albacete,Belgium,106
754,Pasadizo de Humberto Bolaños,11264,Jaén,Burkina,4
755,Ronda Quirino Alcaraz,38323,Sevilla,Thailand,93
756,Callejón Eugenia Valle,32864,Valencia,Yemen,99
757,Pasadizo Corona Téllez,16713,Cádiz,India,64
758,Camino de Mayte Quiroga,15831,Granada,Malawi,29
759,Pasaje de Marcia Fábregas,22427,Guadalajara,Moldova,129
760,Via Hector Benavides,25941,Granada,Ivory Coast,23
761,Cuesta de Judith Gutiérrez,43105,Pontevedra,Suriname,193
762,Acceso de Jennifer Alcalde,06448,Melilla,Antigua and Barbuda,147
763,Urbanización Feliciana Barriga,44529,Navarra,Mauritius,32
764,Urbanización de Miguela Valls,18564,Murcia,Antigua and Barbuda,147
765,Rambla Valerio Briones,45220,Valencia,Mongolia,80
766,Pasaje Carmen Sanabria,02472,Melilla,Guatemala,158
767,Alameda Fabricio Santana,29871,Melilla,Tuvalu,182
768,Paseo Régulo Martorell,38688,Granada,Saint Lucia,166
769,Glorieta de Jovita Chaves,01600,Granada,South Africa,44
770,Acceso María Pilar Bejarano,02283,Tarragona,Tajikistan,92
771,Acceso Valero Acuña,11593,Albacete,Thailand,93
772,Pasadizo de Florencio Ponce,31363,Soria,Ivory Coast,23
773,Callejón Severo Leiva,39117,Cuenca,Bahrain,55
774,Plaza de Chus Ferrández,32881,Santa Cruz de Tenerife,Pakistan,83
775,Vial de Marisa Borja,43854,Ciudad,Cameroon,6
776,C. Ibán Ibañez,26320,La Rioja,Mauritania,31
777,Cañada Casandra Cazorla,23803,Cádiz,Russia,86
778,Cañada de Bernardino Álvaro,12774,Zamora,Syria,90
779,Callejón Luciano Arnal,41559,Navarra,Mexico,162
780,Urbanización Laura Rico,43336,Las Palmas,Morocco,33
781,Alameda Toño Arrieta,50072,Valladolid,Mexico,162
782,Camino Benita Rocamora,27353,Málaga,Dominica,154
783,Paseo Maricela Pedrero,06541,Málaga,Belarus,105
784,Acceso de Rosario Tomás,44480,Las Palmas,Jamaica,161
785,Pasaje Caridad Benavente,47731,Madrid,Rwanda,38
786,Cañada de Paola Vallés,46744,Salamanca,Afghanistan,54
787,Urbanización Severiano Cortina,14392,Albacete,Uruguay,194
788,Paseo de Sosimo Escamilla,22755,Palencia,Greece,118
789,Paseo de Mamen Olmo,03512,Toledo,Kenya,24
790,Urbanización de José Luís,27777,Valencia,Bolivia,185
791,Acceso de Óscar Lumbreras,28644,Cáceres,Belgium,106
792,Avenida de Florina Moreno,22833,Salamanca,Dominican Republic,155
793,Vial de Baltasar Gimeno,48416,Navarra,Albania,100
794,Acceso de Paloma Aguado,09157,Valencia,Antigua and Barbuda,147
795,Acceso de Aitana Santamaria,47808,Salamanca,Ireland,121
796,Pasadizo Maximiliano Guerrero,18287,Segovia,Trinidad and Tobago,168
797,Glorieta de Adoración Portero,08807,Lugo,Mozambique,34
798,Plaza de Ceferino Pomares,23718,Valladolid,Vietnam,98
799,Acceso Lázaro Leal,14264,Tarragona,Malawi,29
800,C. Belén Pons,09530,Salamanca,Russia,86
801,Camino de Sara Manzano,32451,Soria,Solomon Islands,180
802,Plaza de Nicanor Andres,15002,Las Palmas,Costa Rica,152
803,Pasaje de Natalio Suárez,07151,Almería,Australia,170
804,Cuesta Benjamín Azcona,14408,León,Bhutan,57
805,Callejón de Jose Manuel Larrea,10521,Girona,Montenegro,131
806,Rambla de María Dolores Casares,06032,Ceuta,Barbados,149
807,C. Palmira Salas,43549,Valladolid,Azerbaijan,104
808,Via Carmelo Gibert,11345,Álava,Saint Lucia,166
809,Glorieta de África Galindo,24990,Huesca,Belarus,105
810,Calle Cirino Giner,49759,Soria,Saint Vincent and the Grenadines,167
811,C. de Margarita Casal,33155,Pontevedra,Tunisia,50
812,Pasaje Amador Marti,07251,Almería,Slovenia,140
813,Acceso Lope Linares,12568,Córdoba,Kenya,24
814,C. de Ainara Valcárcel,42524,Sevilla,Macedonia,127
815,Ronda Catalina González,16807,Zaragoza,Samoa,179
816,Paseo Florinda Mármol,17532,Ceuta,Cambodia,60
817,Glorieta Luciano Ballester,09389,Almería,Andorra,101
818,Cañada de Ariadna Quirós,21391,Córdoba,Mauritius,32
819,Alameda de Efraín Estevez,31535,Valencia,Sweden,142
820,Paseo de Severiano Vaquero,12843,Teruel,Philippines,84
821,Camino de Marina Alcázar,20030,Teruel,Andorra,101
822,Ronda de Purificación Piñol,48882,Badajoz,Algeria,0
823,Pasaje de Cornelio Leon,07116,Castellón,Solomon Islands,180
824,Acceso de Eusebio Priego,35978,Badajoz,Somalia,43
825,Vial Ruth Cuervo,11461,Navarra,Brunei,58
826,Urbanización de Jose Casal,01316,Ciudad,Montenegro,131
827,Vial Pío Barrera,43415,Navarra,Nepal,81
828,Avenida de Federico Hierro,18468,Álava,Peru,192
829,Ronda de Vasco Moles,49304,Madrid,Namibia,35
830,Alameda de Reyes Villegas,49572,Burgos,Bahamas,148
831,Urbanización Camila Cerro,24705,Navarra,Sudan,46
832,Pasadizo Pacífica Vall,01192,Salamanca,Micronesia,174
833,Plaza Eloísa Heras,40224,Jaén,China,61
834,Alameda Zoraida Iglesia,27275,Cáceres,Iraq,67
835,Cañada Dora Aguado,24290,Vizcaya,Seychelles,41
836,Glorieta de Amor Ballesteros,43040,Navarra,Sierra Leone,42
837,Plaza de Graciana Sevillano,48027,Toledo,Cape Verde,7
838,Paseo Elba Espinosa,36244,Huelva,South Korea,73
839,Cuesta de Eligia Castilla,25692,Salamanca,Samoa,179
840,Urbanización de Eva María Roca,03703,Barcelona,Senegal,40
841,Urbanización Anunciación Patiño,24577,Vizcaya,Guyana,190
842,Vial de Alejandra Salas,20404,Badajoz,Syria,90
843,Glorieta de José Mari Valbuena,51579,Lugo,Saint Vincent and the Grenadines,167
844,Urbanización Bernabé Gordillo,07465,Valencia,Malta,128
845,Callejón Benigna Millán,11383,Cádiz,United States,169
846,Avenida Ligia Larrea,11431,Teruel,Albania,100
847,Avenida Vicente Cánovas,30501,Asturias,United Kingdom,145
848,Pasaje Cristóbal Bru,21752,Huelva,Croatia,109
849,Rambla Teófilo Torre,34908,Alicante,Dominican Republic,155
850,Callejón de Pascuala Cantón,10944,Granada,Burma (Myanmar),59
851,Rambla Pepito Cueto,15888,Lugo,Paraguay,191
852,Calle Saturnino Arellano,14560,Asturias,Vanuatu,183
853,Cañada de Nicolasa Pomares,13545,Valencia,Indonesia,65
854,Avenida Simón Almansa,45417,Cuenca,Togo,49
855,Cañada de Lupe Gallart,48280,Zaragoza,Portugal,135
856,C. Silvestre Clavero,47839,Valencia,Solomon Islands,180
857,Callejón de Claudia Mayoral,18039,Teruel,France,115
858,Cañada Manuel Balaguer,19216,Huesca,Trinidad and Tobago,168
859,Camino Bárbara Pons,37432,Murcia,Lithuania,125
860,Avenida Bernardita Camino,39859,Segovia,Burkina,4
861,Avenida Nilda Domingo,22367,Pontevedra,Eritrea,16
862,Alameda de Emilia Bejarano,35827,Burgos,Norway,133
863,Vial Juan Fabregat,17989,Baleares,Guyana,190
864,Calle Vidal Villanueva,22057,Palencia,Suriname,193
865,Pasadizo Ángel Gallardo,33937,Almería,Lithuania,125
866,Rambla Natalia Nicolás,50712,Pontevedra,Netherlands,132
867,Alameda de Herberto Cases,23057,Ávila,Dominican Republic,155
868,Via de Paloma Morell,31991,Valladolid,Uganda,51
869,Alameda Marisol Riba,19543,Melilla,Mauritius,32
