id_institucion,nombre_institucion,id_director,id_direccion
640,Remigio Abella Hernández S.L.,515,32
641,Logística ZEG S.Com.,476,741
642,Hotel del Levante S.L.N.E,152,181
643,Transportes Agustí y asociados S.L.N.E,640,934
644,Grupo Poza S.C.P,600,413
645,Restauración MUQ S.A.,138,641
646,Comercial UA S.Coop.,748,926
647,Farmaceútica ZXB S.L.N.E,174,813
648,Cruz y Ibañez S.Coop.,360,451
649,Consultoría del Norte S.Coop.,813,570
650,Promociones TYD S.Com.,57,63
651,Daniela Marqués Amores S.Com.,465,242
652,Fábrica del Sur S.A.,320,122
653,Despacho Integrales S.Coop.,670,737
654,Bartolomé y Agustín S.L.,347,369
655,Alimentación Fabra & Asociados S.L.U.,732,537
656,Grupo Ferrández S.L.,224,965
657,Baños & Asociados S.Com.,389,911
658,Mario Almagro Mir S.L.U.,372,217
659,Olivé y asociados S.A.T.,864,690
660,Anselmo Vila Azcona S.A.,29,610
661,Larrea y Martin S.Coop.,324,762
662,Alba López Alba S.L.N.E,462,621
663,Quintana y Cabello S.Com.,262,884
664,Trillo y asociados S.L.,283,212
665,Fuster & Asociados S.Com.,386,128
666,Aguiló y Cuadrado S.A.,222,288
667,Hnos Urrutia S.Com.,527,830
668,Ximena Amigó Vidal S.L.,752,117
669,Manufacturas Batlle & Asociados S.Com.,790,422
670,Promociones Escalona y asociados S.L.N.E,746,766
671,Comercializadora Leal S.L.L.,458,194
672,Victor Manuel Baró Pinedo S.A.,573,975
673,Soluciones Quintanilla S.A.,158,709
674,Construcción del Sur S.L.N.E,709,774
675,Familia Goicoechea S.L.N.E,365,930
676,Construcción JLKX S.Com.,682,900
677,Hnos Arnal S.L.N.E,156,833
678,Familia Villalobos S.L.,297,69
679,Carmelita Álvarez Tena S.C.P,821,75
680,Amorós y asociados S.A.,479,746
681,Minería OCR S.C.P,665,897
682,Servicios Gargallo & Asociados S.Com.,137,56
683,Restauración Vigil & Asociados S.A.,104,100
684,Company y Lara S.L.,842,203
685,Banca Privada HJKT S.L.L.,72,118
686,Fábrica LPG S.L.L.,495,33
687,Inmobiliaria Rosselló y asociados S.Coop.,575,3
688,Silvestre León Rocamora S.C.P,977,166
689,Talavera y Aznar S.L.N.E,648,277
690,Manufacturas del Norte S.L.L.,700,592
691,Roselló y asociados S.Coop.,743,949
692,Fábrica Internacionales S.A.,141,793
693,Instalaciones Marco y asociados S.Coop.,163,257
694,Hotel OHL S.A.,582,840
695,Eulalia Bauzà Casanova S.L.N.E,325,494
696,Despacho Rodriguez S.Com.,843,198
697,Farmaceútica Grande y asociados S.Com.,86,48
698,Muñoz & Asociados S.L.,572,249
699,Flavio Sebastián Llanos S.C.P,708,648
700,Minería UA S.A.D,673,666
701,Manufacturas Adán & Asociados S.Com.,606,579
702,Villa y Asensio S.C.P,260,418
703,Talleres Bartolomé S.L.,893,393
704,Hnos Sebastián S.A.,216,722
705,Canales y Tomé S.L.L.,616,885
706,Pinilla y asociados S.Coop.,550,139
707,Hermanos Cadenas S.L.,212,262
708,Talleres Cabo y asociados S.A.,880,946
709,Valentín y asociados S.A.D,587,556
710,Grupo Nuñez S.L.,378,860
711,Leandra Vergara Navas S.L.,986,968
712,Hnos Martín S.L.,499,684
713,Familia Leiva S.L.,263,341
714,Industrias Ibéricos S.Com.,773,332
715,Quiroga y Saavedra S.Coop.,535,997
716,Distribuciones Globales S.L.,721,543
717,Mariño & Asociados S.Coop.,59,395
718,Nogués y Lledó S.A.,615,943
719,Suministros Internacionales S.Coop.,898,970
720,Talleres OMB S.L.N.E,175,715
721,Restauración CEGM S.Coop.,486,133
722,Hnos Trillo S.L.N.E,268,47
723,Restauración Andrade & Asociados S.Com.,970,280
724,Marcelino Tejero Blanco S.A.T.,688,688
725,Banca Privada del Levante S.L.N.E,323,266
726,Farmaceútica Romeu S.L.U.,240,5
727,Cardona & Asociados S.Com.,75,922
728,Aznar y Armengol S.L.L.,220,207
729,Construcción Coca S.L.N.E,463,571
730,Talleres Perera & Asociados S.A.,279,144
731,Hermanos Zaragoza S.L.,935,974
732,Servicios UMUW S.A.,825,488
733,Banca Privada del Mediterráneo S.Com.,364,731
734,Minería Nicolás S.L.,968,776
735,Manufacturas Gras y asociados S.Com.,626,713
736,Cantón y asociados S.A.U,912,442
737,Sebastián & Asociados S.C.P,469,973
738,Familia Pelayo S.A.,631,293
739,Banca Privada Priego S.Coop.,361,753
740,Construcción Soler & Asociados S.L.,187,387
741,Grupo Díez S.Com.,525,787
742,Compañía OQ S.Com.,798,719
743,Restauración del Norte S.Com.,881,82
744,Machado y Dávila S.L.,779,93
745,Porras & Asociados S.A.,253,730
746,Compañía Losada S.L.L.,149,2
747,Industrias Anaya S.Com.,419,86
748,Rosselló y Cuevas S.A.T.,117,779
749,Banco Ibérica S.L.,154,554
750,Hnos Arnaiz S.L.,744,687
751,Ileana Dueñas Checa S.L.,989,18
752,Gomis y Alarcón S.L.,782,937
753,Reyes y Villalobos S.L.,645,220
754,Promociones Artigas S.L.N.E,656,600
755,Comercial Roldán y asociados S.A.,147,13
756,Tecnologías Santos S.A.U,221,92
757,Alimentación VSB S.L.,45,259
758,Familia Prats S.Com.,340,113
759,Instalaciones Ibérica S.Coop.,235,797
760,Gustavo Lago Salamanca S.L.,909,420
761,Farmaceútica Soler S.Coop.,266,954
762,Carla Bárcena Vergara S.L.,208,819
763,Finanzas Española S.L.,457,172
764,Soluciones OJK S.Com.,471,802
765,Desarrollo Espejo S.Coop.,667,847
766,Farmaceútica FKWP S.L.N.E,328,853
767,Narváez y asociados S.A.U,200,272
768,Grupo Flores S.L.N.E,377,823
769,Sánchez y Escrivá S.Com.,904,907
770,Logística Saavedra S.L.,745,140
771,Macaria Otero Campoy S.A.,896,854
772,Manufacturas Díez y asociados S.Coop.,537,617
773,Compañía Internacionales S.A.,965,57
774,Aurelio Prats Coloma S.Coop.,539,4
775,Transportes KZ S.A.,694,434
776,María Ángeles Heredia Perelló S.Com.,120,87
777,Servicios del Mediterráneo S.A.,225,673
778,Manufacturas Iglesia S.Coop.,918,880
779,Mercedes Roca Rubio S.Coop.,440,807
780,Cobo y Anguita S.L.N.E,182,905
781,Distribuciones Arnaiz S.A.T.,334,406
782,Roxana Fortuny Cabrera S.A.,769,843
783,Comercializadora Zabaleta y asociados S.Coop.,89,809
784,Alfonso Amaya Oliver S.Com.,451,270
785,Alimentación NZ S.Coop.,273,837
786,Borrego y Barragán S.L.,751,246
787,Grupo Murcia S.Com.,413,565
788,Tejero y Juan S.L.L.,795,657
789,Consultoría WQFW S.L.U.,475,857
790,Alimentación Alfonso S.L.U.,312,145
791,Heraclio Gomez Calderon S.Com.,244,540
792,Farmaceútica FNM S.A.T.,252,448
793,Cal y Gordillo S.Com.,396,12
794,Humberto Alcántara Cabañas S.C.P,390,295
795,Azcona & Asociados S.Com.,276,328
796,Vigil & Asociados S.L.,891,225
797,Consultoría UP S.L.N.E,558,805
798,Farmaceútica Inteligentes S.L.N.E,412,101
799,Amor Colom Almazán S.L.N.E,13,675
800,Familia Nicolás S.L.,818,342
801,Familia Tomé S.Com.,955,891
802,Pombo y Izaguirre S.L.N.E,195,38
803,Soluciones RN S.A.,95,360
804,Sánchez & Asociados S.A.,919,784
805,Manuelita Linares Montes S.Com.,426,330
806,Infraestructuras del Levante S.L.L.,330,940
807,Peñalver y asociados S.Coop.,192,41
808,Atienza y Martín S.Coop.,103,286
809,Jafet Perera Macías S.L.L.,620,331
810,Alimentación CTFP S.L.L.,838,568
811,Banco XNLW S.A.,566,645
812,Comercializadora Neira y asociados S.Coop.,226,820
813,Despacho Montserrat & Asociados S.L.N.E,655,340
814,Banca Privada Coronado S.L.,11,326
815,Ruperta Guerrero Rosell S.Coop.,278,752
816,Instalaciones Adadia S.L.N.E,777,370
817,Delfina Paz Recio S.L.,81,501
818,Fábrica Bru y asociados S.L.N.E,341,895
819,Manufacturas Internacionales S.Coop.,663,882
820,Susana Coll Losa S.Coop.,875,468
821,Heredia y Mulet S.A.,286,311
822,Inversiones Iberia S.L.N.E,728,348
823,Comercial Españolas S.Com.,344,21
824,Servicios Baeza & Asociados S.Com.,742,910
825,Talleres Valle & Asociados S.L.,702,782
826,Llanos & Asociados S.L.,125,850
827,Hnos Marin S.Coop.,754,750
828,Infraestructuras Arce S.Com.,91,9
829,Grupo Gil S.L.,309,425
830,Restauración del Levante S.Coop.,215,278
831,Grupo Polo S.L.,201,211
832,Banco del Levante S.L.N.E,405,511
833,Desarrollo CPYT S.Coop.,491,573
834,Inmobiliaria Soler y asociados S.L.L.,827,162
835,Castrillo y asociados S.Com.,995,526
836,Dolores Vargas Agudo S.L.,210,821
837,Edgardo Aliaga Cuervo S.L.,39,517
838,Familia Frías S.L.,545,372
839,Josefa Cruz Agullo S.Com.,516,314
840,Logística Bravo & Asociados S.L.,959,485
841,Hilda Girón Espada S.L.N.E,531,391
842,Marcio Aguilera Palau S.L.,804,578
843,Imelda Acevedo Vazquez S.Coop.,956,699
844,Minería Almansa S.A.,350,304
845,Industrias RPH S.Coop.,239,427
846,Hotel Bilbao & Asociados S.Com.,385,755
847,Seve Pombo Vara S.L.,484,414
848,Infraestructuras del Levante S.L.N.E,542,65
849,Guadalupe Samper Vilar S.L.N.E,988,555
850,Elías Agudo Crespi S.C.P,837,604
851,Talleres Española S.A.,807,812
852,Talleres MB S.L.N.E,165,692
853,Vilaplana y Cardona S.Coop.,23,204
854,Bartolomé Blázquez Perea S.L.N.E,987,826
855,Inmobiliaria JVWZ S.A.D,846,536
856,Hotel ERL S.L.L.,872,950
857,Consultoría MQ S.C.P,51,430
858,Inmobiliaria Marqués & Asociados S.Coop.,331,60
859,Hotel Globales S.L.,321,412
860,Néstor Bayón Farré S.L.N.E,381,736
861,Farmaceútica del Norte S.A.,327,467
862,Desarrollo Muñoz S.Coop.,231,24
863,Manufacturas Crespi & Asociados S.L.N.E,934,39
864,Comercial Inteligentes S.L.N.E,442,377
865,Tecnologías Lobo S.Coop.,711,483
866,Servicios Gracia & Asociados S.L.,189,296
867,Álvarez y asociados S.Coop.,275,36
868,Infraestructuras Cáceres S.Com.,420,712
869,Alba Colom Otero S.Coop.,306,50
870,Fábrica del Levante S.Com.,861,773
871,Marisela Alcázar Fonseca S.Coop.,198,401
872,Pedrosa & Asociados S.Com.,685,896
873,Alfaro & Asociados S.Com.,982,116
874,Farmaceútica RBAO S.L.U.,643,318
875,Suministros Zorrilla S.L.,169,407
876,Familia Zaragoza S.L.N.E,830,104
877,Bayo y Pellicer S.Com.,7,646
878,Maza y Sevillano S.L.N.E,164,449
879,Salmerón y asociados S.A.,487,396
880,Construcción Miralles S.C.P,441,302
881,Consultoría LQJZ S.A.,450,817
882,Comercializadora Sarmiento y asociados S.A.,270,26
883,Hermanos Ferrera S.Com.,654,473
884,Farmaceútica Suarez S.L.,967,705
885,Compañía Escribano & Asociados S.A.,819,452
886,Suministros RHO S.L.,214,772
887,Jaume y asociados S.A.,738,829
888,Adadia & Asociados S.Coop.,855,307
889,Servicios SPZB S.L.L.,454,569
890,Bayón y asociados S.Coop.,681,275
891,Arellano y asociados S.A.,706,635
892,Compañía CLE S.L.,585,671
893,Fábrica RBG S.L.L.,444,17
894,Despacho Ramírez S.L.U.,848,219
895,Soluciones Integrales S.Com.,82,971
896,Despacho Valenzuela y asociados S.L.N.E,914,310
897,Infraestructuras Pino S.L.,168,721
898,Fábrica WZQ S.L.N.E,113,170
899,Valenzuela & Asociados S.L.,380,142
900,Manola Rosales Saura S.Coop.,267,64
901,Sanabria & Asociados S.L.N.E,498,481
902,Hortensia Lorenzo Alcalde S.Coop.,6,985
903,Piñol y Aranda S.Com.,905,524
904,Hnos Batlle S.L.N.E,176,1
905,Compañía QRVL S.L.,468,529
906,Banca Privada Rivera & Asociados S.L.N.E,889,260
907,Escamilla & Asociados S.A.,659,301
908,Promociones Vargas y asociados S.L.L.,257,440
909,Industrias del Levante S.A.U,357,350
910,Comercial Bermejo S.A.,132,835
911,Supermercados Vallés S.Coop.,939,432
912,Despacho Peiró & Asociados S.Coop.,759,453
913,Familia Duarte S.L.,139,948
914,Construcción Portero & Asociados S.L.N.E,920,851
915,Marino Salcedo Guardiola S.A.,931,250
916,Grupo Pont S.A.,148,771
917,Distribuciones Cañizares & Asociados S.L.U.,15,245
918,Distribuciones Ibéricos S.L.U.,635,150
919,Manufacturas del Norte S.A.U,954,783
920,Grupo Varela S.A.D,246,469
921,Gilabert & Asociados S.A.,277,780
922,Llobet y asociados S.A.,561,71
923,Servicios del Sur S.A.,227,587
924,Promociones Avanzadas S.L.N.E,443,956
925,Familia Arcos S.C.P,238,148
926,Comercial Globales S.Coop.,947,478
927,Samper y Miralles S.L.,122,22
928,Hotel Avanzadas S.A.,305,867
929,Servicios del Levante S.L.L.,874,725
930,Aureliano Alegria Villar S.A.,333,827
931,Grupo Bautista S.Coop.,401,515
932,Felicia Beltrán Baquero S.L.,431,475
933,Fernando Tamarit Figueras S.L.,248,305
934,Promociones del Norte S.Coop.,851,978
935,Alimentación Miguel y asociados S.A.U,93,743
936,Infraestructuras Integrales S.Com.,272,693
937,Desarrollo Naranjo S.L.L.,249,42
938,Construcción Larrea S.A.,598,716
939,Finanzas Paz & Asociados S.A.,416,197
940,Valderrama & Asociados S.Com.,784,668
941,Ribes y Melero S.A.D,480,364
942,Servicios Benítez & Asociados S.L.N.E,715,674
943,Promociones del Levante S.Com.,522,633
944,Familia Soto S.L.,180,187
945,Servicios FMT S.L.N.E,932,153
946,Elba Macías Amores S.Com.,840,169
947,Victoriano Aroca Bueno S.Coop.,264,941
948,Enríquez y asociados S.L.,941,500
949,García y asociados S.L.L.,627,183
950,Hermanos Menendez S.Coop.,343,306
951,Transportes Plaza & Asociados S.Coop.,22,652
952,Noemí Arribas Riera S.Coop.,488,152
953,Comercializadora Martin & Asociados S.L.,768,392
954,Servicios del Levante S.Com.,354,77
955,Grupo Villena S.C.P,871,489
956,Logística Carballo S.L.N.E,485,714
957,Mariscal & Asociados S.A.,352,953
958,Promociones Mora y asociados S.Com.,641,20
959,Minería CLN S.L.,304,134
960,Madrid y asociados S.L.,78,383
961,Desarrollo del Norte S.A.,767,359
962,Logística Ibéricos S.L.N.E,391,267
963,Familia Morell S.Com.,953,477
964,Martin y asociados S.A.,747,852
965,Nadal y Cal S.L.L.,188,258
966,Escrivá y asociados S.L.,1,623
967,Consultoría Hernandez S.A.U,358,923
968,Inversiones Girona S.Coop.,142,474
969,Comercial Gallardo S.L.U.,823,732
970,Comercializadora Porta S.Coop.,494,618
971,Soluciones Alfonso S.Com.,915,611
972,Sosimo Fernández Luís S.Coop.,99,210
973,Supermercados Pintor S.L.,242,333
974,Mayo y asociados S.L.,5,513
975,Monreal y Sedano S.Coop.,404,916
976,Construcción IJK S.A.,952,584
977,Consultoría Pombo S.L.,578,30
978,Ugarte & Asociados S.A.,671,769
979,Farmaceútica Cantero S.Com.,128,235
980,Familia Ródenas S.L.,719,593
981,Desarrollo Pol & Asociados S.L.,513,756
982,Talleres FVLL S.Coop.,32,37
983,Flores y Julián S.L.N.E,296,764
984,Restauración Llano S.Coop.,140,458
985,Banca Privada QJGC S.A.,371,585
986,Finanzas Roura S.Coop.,540,324
987,Lope Villa Bru S.L.N.E,439,321
988,Llobet y Pintor S.A.,410,55
989,Vicens y Pina S.L.,332,274
990,Familia Ribes S.L.N.E,456,70
991,Castell & Asociados S.Coop.,317,792
992,Pi y Iñiguez S.L.N.E,109,919
993,Marianela Borrás Ferreras S.L.L.,255,72
994,Almansa & Asociados S.Coop.,698,497
995,Alimentación Agustí & Asociados S.A.,300,226
996,Alimentación del Mediterráneo S.Com.,638,959
997,Claudio Morales Cornejo S.Com.,403,723
998,Comercializadora Vilaplana & Asociados S.Coop.,936,168
999,Minería Inteligentes S.A.,678,54
1000,María Dolores Vargas Pelayo S.Coop.,53,108
