nro_voluntario,fecha_inicio,fecha_fin,id_tarea,id_institucion
2598,2016-02-04,2017-02-03,HCGYSNUO39,194
2599,2010-07-23,2011-07-23,HCGYSNUO39,289
2600,2014-07-18,2015-07-18,YYCMCTXR62,580
2601,1993-10-19,1994-10-19,CNBXSFUK32,781
2602,2012-04-28,2014-04-28,CXOOXSAG43,112
2603,2012-05-22,2013-05-22,CRBJGTZW91,407
2604,1997-07-14,2001-07-13,OHMKFOXX18,678
2605,1990-03-21,1991-03-21,OLIRHRDP51,628
2606,1995-11-18,1996-11-17,OHMKFOXX18,865
2607,1995-02-10,1997-02-09,YPCFPMJQ10,550
2608,1996-09-17,1999-09-17,BLCQSTLQ47,264
2609,2015-12-28,2019-12-27,OOGSYIWP08,419
2610,1994-03-01,1997-02-28,NBXECSTW88,521
2611,2007-11-11,2010-11-10,VXQKRIOB08,299
2612,2003-10-06,2006-10-05,EGAOTNUP26,974
2613,2013-06-20,2016-06-19,VDHJSKYC98,616
2614,2018-02-14,2021-02-13,YPXJAUSM79,893
2615,2012-08-10,2016-08-09,CXOOXSAG43,679
2616,2011-02-05,2014-02-04,TLYDOWYM85,255
2617,2017-02-19,2019-02-19,FXBBRXLA68,726
2618,2004-10-27,2007-10-27,VNUVKIZK02,456
2619,2007-08-16,2011-08-15,VDHJSKYC98,22
2620,2016-05-09,2018-05-09,QJSSUQXQ29,663
2621,2003-08-07,2004-08-06,JJVQUHRW53,819
2622,2019-03-19,2023-03-18,FEQHPXWD91,647
2623,2015-03-06,2018-03-05,KOQGXORU43,100
2624,1992-07-19,1996-07-18,APOMKTNF83,321
2625,2015-03-07,2016-03-06,QTJJSKOG70,304
2626,1994-04-26,1997-04-25,GZMZOMHR64,929
2627,2017-03-04,2019-03-04,EGAOTNUP26,866
2628,2014-03-16,2017-03-15,FEQHPXWD91,489
2629,2007-06-11,2009-06-10,EVUNIPCL31,499
2630,2011-08-02,2013-08-01,APOMKTNF83,206
2631,2008-02-02,2009-02-01,HEFSBMMM10,981
2632,2019-03-24,2023-03-23,DMQCJNTB96,894
2633,1998-01-27,1999-01-27,TLYDOWYM85,282
2634,1990-10-19,1993-10-18,VNUVKIZK02,339
2635,1991-02-13,1993-02-12,EVUNIPCL31,896
2636,2002-09-18,2004-09-17,UBGNXJVT90,806
2637,2000-11-17,2003-11-17,OXXCRXFX31,867
2638,2016-01-19,2018-01-18,SBSVRAJX26,119
2639,2009-07-27,2011-07-27,QECDBKCV20,123
2640,2020-09-09,2022-09-09,LZFXPISP97,24
2641,1992-10-07,1994-10-07,KTTFAWOY98,892
2642,2002-05-12,2006-05-11,GSYUCMYB50,580
2643,2019-06-19,2021-06-18,VHUTDQQD02,558
2644,1994-07-09,1995-07-09,REOKBGFC42,440
2645,2001-05-27,2005-05-26,XBPSIEVT36,321
2646,2013-03-18,2017-03-17,OOGSYIWP08,275
2647,1993-04-20,1997-04-19,OMLIYZVX38,413
2648,2007-05-13,2010-05-12,IJZHWLLW65,152
2649,1990-02-24,1993-02-23,EGAOTNUP26,279
2650,2010-07-21,2013-07-20,JPBVKRYN96,402
2651,1997-06-16,1998-06-16,CIWKKMEC00,185
2652,2020-04-02,2023-04-02,GVFJGIEU59,415
2653,1997-11-23,2001-11-22,NBXECSTW88,136
2654,1994-02-12,1995-02-12,KGWVYNSA31,350
2655,2014-12-15,2015-12-15,LHWIEHSQ56,937
2656,2006-11-26,2009-11-25,YYCMCTXR62,32
2657,2015-12-02,2018-12-01,WMKDXHSR24,508
2658,2020-01-17,2023-01-16,ORWFNHSL71,217
2659,2016-09-03,2019-09-03,JPBVKRYN96,544
2660,1994-05-12,1995-05-12,IBGWELZC81,156
2661,1995-04-10,1999-04-09,QTJJSKOG70,475
2662,2012-06-17,2013-06-17,SDETFZWU63,428
2663,1995-02-11,1999-02-10,VDHJSKYC98,462
2664,2009-09-24,2013-09-23,OHMKFOXX18,786
2665,2000-08-26,2001-08-26,YYCMCTXR62,984
2666,2019-01-19,2023-01-18,OXXCRXFX31,562
2667,1997-09-02,1999-09-02,LZFXPISP97,916
2668,1997-11-10,2001-11-09,GHTHJDFM59,602
2669,1993-08-27,1997-08-26,APOMKTNF83,748
2670,1996-09-06,1997-09-06,KTTFAWOY98,115
2671,2004-02-05,2008-02-04,IJZHWLLW65,92
2672,1991-04-13,1995-04-12,NBXECSTW88,317
2673,2000-12-15,2003-12-15,HEFSBMMM10,558
2674,2010-05-01,2011-05-01,UBGNXJVT90,799
2675,2011-02-15,2014-02-14,APOMKTNF83,576
2676,2020-09-09,2021-09-09,LHWIEHSQ56,617
2677,1993-09-03,1994-09-03,TLYDOWYM85,974
2678,2018-03-25,2020-03-24,APOMKTNF83,147
2679,2007-04-08,2009-04-07,QECDBKCV20,615
2680,2017-03-17,2020-03-16,AQCASZAA33,558
2681,2009-06-09,2013-06-08,KYMYXXBG12,730
2682,2016-11-17,2020-11-16,WHSVDEON49,799
2683,1998-10-21,2000-10-20,USPEMRXK50,30
2684,2002-08-27,2003-08-27,ZMOTBKAE77,372
2685,2013-03-24,2014-03-24,CRBJGTZW91,938
2686,2004-06-20,2007-06-20,ROPIKGME60,181
2687,1995-07-22,1998-07-21,NABVVCGM82,490
2688,1990-02-19,1994-02-18,JWAHXXXB96,139
2689,2010-03-22,2013-03-21,HEFSBMMM10,879
2690,2016-07-23,2020-07-22,JWAHXXXB96,194
2691,1990-03-19,1994-03-18,QJSSUQXQ29,984
2692,1995-05-10,1999-05-09,OHMKFOXX18,697
2693,1999-02-01,2002-01-31,YYCMCTXR62,447
2694,2007-05-25,2011-05-24,CIWKKMEC00,491
2695,2008-05-15,2012-05-14,PDKDYDIR92,209
2696,2014-05-21,2015-05-21,JPBVKRYN96,256
2697,2009-04-09,2012-04-08,CYKXKSHI67,237
2698,2003-04-21,2007-04-20,IBGWELZC81,520
2699,2008-05-22,2009-05-22,GZMZOMHR64,791
2700,1994-07-25,1996-07-24,APOMKTNF83,40
2701,1990-01-22,1992-01-22,IARTAFFX51,922
2702,1997-11-27,2000-11-26,NBXECSTW88,149
2703,1997-08-11,2000-08-10,GSBEXPLO57,94
2704,2014-10-14,2017-10-13,FEQHPXWD91,599
2705,1998-09-14,1999-09-14,OXXCRXFX31,211
2706,1999-10-04,2003-10-03,GVFJGIEU59,103
2707,2009-05-28,2011-05-28,HEFSBMMM10,781
2708,2013-01-12,2014-01-12,OLIRHRDP51,26
2709,2017-11-15,2020-11-14,YYCMCTXR62,244
2710,1993-09-15,1996-09-14,REOKBGFC42,92
2711,2006-08-23,2008-08-22,GZMZOMHR64,711
2712,2003-05-13,2004-05-12,GAQBUOME10,166
2713,1995-01-18,1996-01-18,NVIVZOXU73,105
2714,2015-07-01,2018-06-30,IDOWSZOK02,768
2715,2014-05-05,2016-05-04,EVUNIPCL31,823
2716,2002-03-07,2004-03-06,ROQBIJSP98,322
2717,2015-11-03,2017-11-02,YPCFPMJQ10,848
2718,2005-07-13,2008-07-12,KYMYXXBG12,106
2719,2010-04-09,2013-04-08,GHTHJDFM59,100
2720,1990-12-25,1992-12-24,PDKDYDIR92,506
2721,2001-05-08,2005-05-07,LGEDBCZG06,957
2722,2009-04-14,2013-04-13,KEMPSJTD69,701
2723,1991-02-27,1995-02-26,KEMPSJTD69,835
2724,2010-11-24,2012-11-23,APOMKTNF83,679
2725,1997-09-09,1998-09-09,JDYQSAHC90,912
2726,1998-04-11,2000-04-10,IARTAFFX51,225
2727,2013-03-12,2014-03-12,GSBEXPLO57,1
2728,2007-10-06,2011-10-05,RFNEQDWT31,767
2729,1994-10-24,1996-10-23,YZREKOQZ47,882
2730,2016-07-07,2018-07-07,CNBXSFUK32,987
2731,2008-09-22,2012-09-21,BYTBCRZC48,938
2732,2003-04-12,2005-04-11,AQCASZAA33,653
2733,1999-05-28,2000-05-27,JWAHXXXB96,991
2734,2015-12-12,2018-12-11,APOMKTNF83,897
2735,2006-06-21,2009-06-20,UGJXFRYZ41,491
2736,1995-03-19,1999-03-18,REOKBGFC42,573
2737,1994-01-23,1998-01-22,CYKXKSHI67,147
2738,2006-06-11,2009-06-10,XVSTQESU48,445
2739,1993-04-10,1997-04-09,VXQKRIOB08,513
2740,2008-05-09,2009-05-09,BYTBCRZC48,877
2741,1995-11-14,1997-11-13,ZMOTBKAE77,777
2742,1998-10-02,2002-10-01,OMLIYZVX38,433
2743,2015-11-17,2019-11-16,XVCOQJCI55,479
2744,1993-03-05,1995-03-05,SDETFZWU63,110
2745,2007-12-24,2010-12-23,YPCFPMJQ10,941
2746,1999-12-03,2002-12-02,YGMGOUFM45,321
2747,2018-02-14,2022-02-13,CXOOXSAG43,141
2748,2020-04-11,2022-04-11,BYTBCRZC48,975
2749,1997-05-27,1998-05-27,GVFJGIEU59,312
2750,2010-06-15,2013-06-14,OOGSYIWP08,269
2751,1996-07-09,1999-07-09,IJZHWLLW65,434
2752,1999-05-18,2002-05-17,KEMPSJTD69,464
2753,1991-01-03,1994-01-02,OHMKFOXX18,240
2754,2007-02-04,2011-02-03,KTTFAWOY98,626
2755,2012-11-27,2016-11-26,IDOWSZOK02,719
2756,1992-02-20,1993-02-19,GAQBUOME10,973
2757,2018-10-01,2021-09-30,IBGWELZC81,109
2758,2009-12-23,2013-12-22,YGMGOUFM45,707
2759,1994-03-25,1997-03-24,EGAOTNUP26,91
2760,2004-10-17,2008-10-16,QTJJSKOG70,886
2761,2000-12-12,2002-12-12,LUQPGNON78,676
2762,2020-10-24,2021-10-24,YCPCXAMZ42,38
2763,2010-10-07,2014-10-06,CRBJGTZW91,519
2764,2017-01-03,2018-01-03,NJNTMGQH57,41
2765,1990-08-24,1992-08-23,IJZHWLLW65,396
2766,1996-09-10,1998-09-10,TEDQTDBZ54,565
2767,2018-08-17,2020-08-16,ORWFNHSL71,196
2768,2007-09-20,2010-09-19,CRBJGTZW91,117
2769,2012-02-01,2013-01-31,KYMYXXBG12,764
2770,2003-01-17,2005-01-16,WHSVDEON49,240
2771,2013-05-13,2016-05-12,KGWVYNSA31,63
2772,1990-02-22,1994-02-21,IJZHWLLW65,138
2773,2009-01-18,2010-01-18,VHUTDQQD02,182
2774,2007-05-14,2010-05-13,XBPSIEVT36,486
2775,2015-09-14,2019-09-13,OMLIYZVX38,408
2776,1996-03-17,1999-03-17,BXUIBWWG95,742
2777,2005-03-01,2008-02-29,XBPSIEVT36,460
2778,2019-07-19,2020-07-18,BXUIBWWG95,43
2779,1990-11-28,1993-11-27,GVFJGIEU59,646
2780,2018-08-02,2019-08-02,KEMPSJTD69,843
2781,2001-05-04,2004-05-03,VXQKRIOB08,508
2782,2012-07-17,2014-07-17,CXOOXSAG43,94
2783,2013-01-11,2015-01-11,VDHJSKYC98,694
2784,2008-11-15,2010-11-15,TLYDOWYM85,442
2785,1996-04-18,1997-04-18,ORWFNHSL71,548
2786,1991-04-27,1994-04-26,UFOTOVKW05,88
2787,2002-08-04,2004-08-03,WMKDXHSR24,901
2788,2011-06-07,2012-06-06,XBPSIEVT36,651
2789,1990-06-17,1993-06-16,CCINTUOP48,711
2790,2019-11-27,2023-11-26,ZMOTBKAE77,323
2791,1991-02-28,1992-02-28,VNUVKIZK02,227
2792,2015-07-09,2017-07-08,REOKBGFC42,894
2793,2019-04-12,2023-04-11,LQSQJXZJ45,61
2794,1991-03-24,1992-03-23,GVFJGIEU59,288
2795,1996-11-08,1999-11-08,WNPNJEVG54,889
2796,1992-04-09,1996-04-08,FXBBRXLA68,873
2797,1995-12-20,1996-12-19,VNUVKIZK02,412
2798,1990-05-08,1993-05-07,SDETFZWU63,840
2799,2018-12-28,2021-12-27,GAQBUOME10,458
2800,2008-11-01,2011-11-01,YCPCXAMZ42,688
2801,2005-06-25,2009-06-24,UFOTOVKW05,500
2802,2016-05-03,2019-05-03,BLCQSTLQ47,617
2803,1990-10-03,1991-10-03,KTTFAWOY98,417
2804,2018-10-21,2020-10-20,XVSTQESU48,481
2805,2014-11-25,2015-11-25,NVIVZOXU73,924
2806,2013-07-23,2017-07-22,LZJQKBND72,37
2807,2007-09-24,2010-09-23,PDKDYDIR92,934
2808,1993-09-14,1995-09-14,JPBVKRYN96,386
2809,1990-01-02,1994-01-01,REOKBGFC42,370
2810,1992-04-04,1995-04-04,HHVSSPRU02,274
2811,2008-11-18,2010-11-18,ROPIKGME60,256
2812,2016-07-13,2020-07-12,YGMGOUFM45,153
2813,2001-06-13,2004-06-12,WVPSKOMR97,222
2814,1992-10-26,1993-10-26,HEFSBMMM10,803
2815,1996-09-20,1999-09-20,QECDBKCV20,58
2816,1991-05-21,1994-05-20,OHMKFOXX18,330
2817,2003-04-08,2005-04-07,LGEDBCZG06,851
2818,2006-11-10,2007-11-10,CRBJGTZW91,910
2819,2001-06-15,2004-06-14,TOUBFVJK13,124
2820,1992-12-20,1995-12-20,ROQBIJSP98,957
2821,2019-11-07,2023-11-06,YVGZASAC07,859
2822,1993-12-14,1997-12-13,KEMPSJTD69,163
2823,1993-08-11,1995-08-11,YPCFPMJQ10,842
2824,2018-09-19,2020-09-18,VXQKRIOB08,810
2825,2018-03-25,2021-03-24,JPBVKRYN96,659
2826,1990-03-11,1991-03-11,YVGZASAC07,964
2827,2001-05-07,2003-05-07,NBXECSTW88,853
2828,2020-09-07,2023-09-07,VNUVKIZK02,933
2829,2003-05-28,2006-05-27,CXOOXSAG43,586
2830,1993-12-15,1995-12-15,GAQBUOME10,214
2831,1998-12-10,2001-12-09,LQSQJXZJ45,495
2832,1996-08-26,1998-08-26,UBGNXJVT90,182
2833,1993-11-06,1997-11-05,LQSQJXZJ45,422
2834,2017-08-13,2020-08-12,UVWIZKBU76,676
2835,1990-11-27,1994-11-26,YPXJAUSM79,963
2836,1994-07-04,1997-07-03,XBPSIEVT36,801
2837,1993-10-19,1995-10-19,CIWKKMEC00,446
2838,2014-10-13,2017-10-12,UVWIZKBU76,964
2839,1998-10-25,1999-10-25,WMKDXHSR24,773
2840,2000-11-12,2001-11-12,CCINTUOP48,969
2841,2012-10-13,2014-10-13,OMLIYZVX38,367
2842,1992-12-21,1994-12-21,DNUWOIGC87,897
2843,2014-08-07,2015-08-07,NVIVZOXU73,780
2844,2007-11-17,2009-11-16,KEMPSJTD69,226
2845,2012-10-22,2016-10-21,VDHJSKYC98,239
2846,2018-05-15,2020-05-14,NVIVZOXU73,579
2847,1991-11-21,1995-11-20,GZMZOMHR64,637
2848,2019-01-12,2021-01-11,JWAHXXXB96,450
2849,1996-01-11,2000-01-10,WMKDXHSR24,943
2850,1998-01-23,2001-01-22,RFNEQDWT31,381
2851,1996-04-04,2000-04-03,QTJJSKOG70,759
2852,2014-07-28,2017-07-27,HEFSBMMM10,607
2853,2005-04-03,2008-04-02,YGMGOUFM45,231
2854,2001-10-21,2004-10-20,KTTFAWOY98,361
2855,2001-10-23,2003-10-23,BYTBCRZC48,675
2856,1991-07-18,1994-07-17,CZLGBHJH97,959
2857,2020-03-23,2021-03-23,IDOWSZOK02,681
2858,1999-08-08,2002-08-07,QVPMBVUX64,518
2859,1997-11-04,2001-11-03,GAQBUOME10,932
2860,2000-08-14,2004-08-13,HHVSSPRU02,272
2861,2008-02-19,2012-02-18,LHWIEHSQ56,385
2862,1990-09-02,1993-09-01,BXUIBWWG95,258
2863,1990-02-11,1992-02-11,XVSTQESU48,163
2864,1992-05-22,1996-05-21,SDETFZWU63,473
2865,2009-12-12,2012-12-11,KOQGXORU43,373
2866,1990-03-15,1993-03-14,UVWIZKBU76,559
2867,1998-07-24,1999-07-24,OLIRHRDP51,784
2868,1997-08-15,1999-08-15,DNUWOIGC87,309
2869,2004-10-21,2007-10-21,NVIVZOXU73,974
2870,1999-09-10,2000-09-09,RFNEQDWT31,259
2871,2008-12-15,2011-12-15,OXXCRXFX31,653
2872,2008-05-22,2010-05-22,KYMYXXBG12,372
2873,2019-12-16,2023-12-15,CCINTUOP48,340
2874,2007-12-14,2011-12-13,QTJJSKOG70,477
2875,2005-05-13,2008-05-12,GAQBUOME10,828
2876,1992-03-25,1994-03-25,IBGWELZC81,405
2877,2007-08-26,2011-08-25,GSYUCMYB50,363
2878,2017-03-16,2020-03-15,YYCMCTXR62,524
2879,2018-04-18,2020-04-17,QJSSUQXQ29,269
2880,2007-02-04,2009-02-03,ROPIKGME60,747
2881,2012-02-03,2016-02-02,YPXJAUSM79,841
2882,2013-02-15,2015-02-15,VNUVKIZK02,892
2883,2008-03-02,2010-03-02,QJSSUQXQ29,122
2884,2016-09-04,2019-09-04,TOUBFVJK13,532
2885,2001-07-13,2003-07-13,OLIRHRDP51,302
2886,2010-12-15,2013-12-14,LGEDBCZG06,509
2887,2010-02-23,2012-02-23,UBGNXJVT90,703
2888,1998-11-25,2000-11-24,YZREKOQZ47,145
2889,2004-12-26,2006-12-26,VDHJSKYC98,258
2890,2019-10-28,2021-10-27,FXBBRXLA68,517
2891,1998-03-03,1999-03-03,CXOOXSAG43,370
2892,2012-01-19,2015-01-18,FXBBRXLA68,898
2893,2003-10-11,2004-10-10,TEDQTDBZ54,891
2894,1991-05-17,1995-05-16,EVUNIPCL31,146
2895,2000-02-06,2003-02-05,KOQGXORU43,622
2896,2017-12-13,2021-12-12,TEDQTDBZ54,107
2897,2012-06-23,2016-06-22,KYMYXXBG12,705
2898,1991-09-12,1994-09-11,HHVSSPRU02,179
2899,2019-08-17,2023-08-16,JDYQSAHC90,556
2900,2006-03-20,2010-03-19,JDYQSAHC90,122
2901,2012-06-07,2015-06-07,YPXJAUSM79,643
2902,2006-11-16,2010-11-15,USPEMRXK50,159
2903,2010-09-27,2012-09-26,UVWIZKBU76,386
2904,2019-07-02,2021-07-01,LZJQKBND72,74
2905,2015-07-21,2018-07-20,LZJQKBND72,255
2906,2005-11-27,2008-11-26,NJNTMGQH57,540
2907,2000-05-20,2001-05-20,OXXCRXFX31,340
2908,1990-06-24,1994-06-23,OLIRHRDP51,408
2909,1994-10-25,1996-10-24,BYTBCRZC48,282
2910,1993-11-13,1996-11-12,WVPSKOMR97,416
2911,2004-06-10,2006-06-10,YYCMCTXR62,700
2912,2016-05-06,2020-05-05,DMQCJNTB96,67
2913,1992-07-13,1994-07-13,FYSMPRFI60,383
2914,1992-04-24,1995-04-24,CRBJGTZW91,606
2915,2019-08-23,2022-08-22,TOUBFVJK13,225
2916,2017-03-09,2019-03-09,WNPNJEVG54,235
2917,2003-09-03,2006-09-02,OMLIYZVX38,293
2918,2018-10-07,2021-10-06,NBXECSTW88,652
2919,1997-08-04,2001-08-03,LZFXPISP97,608
2920,2015-11-19,2018-11-18,CNBXSFUK32,403
2921,2020-09-12,2021-09-12,CZLGBHJH97,492
2922,2004-10-19,2008-10-18,LZJQKBND72,990
2923,2016-05-26,2019-05-26,AQCASZAA33,295
2924,1999-12-27,2003-12-26,OMLIYZVX38,603
2925,1999-05-22,2002-05-21,LHWIEHSQ56,503
2926,1990-09-27,1991-09-27,QVPMBVUX64,203
2927,2012-09-02,2013-09-02,GAQBUOME10,854
2928,2006-11-07,2007-11-07,XVCOQJCI55,528
2929,1999-05-13,2001-05-12,GAQBUOME10,869
2930,2000-04-20,2003-04-20,KYMYXXBG12,927
2931,1991-05-01,1992-04-30,XVCOQJCI55,369
2932,2001-11-02,2004-11-01,OOGSYIWP08,10
2933,1992-01-19,1995-01-18,EGAOTNUP26,241
2934,2006-04-20,2007-04-20,UGJXFRYZ41,814
2935,2003-09-22,2004-09-21,JDYQSAHC90,850
2936,1994-03-26,1995-03-26,XBPSIEVT36,271
2937,1992-11-25,1995-11-25,NBXECSTW88,899
2938,2015-02-24,2018-02-23,APOMKTNF83,917
2939,2006-01-05,2010-01-04,WVPSKOMR97,195
2940,2004-03-25,2007-03-25,HCGYSNUO39,170
2941,2008-09-25,2009-09-25,XBPSIEVT36,975
2942,2008-03-04,2012-03-03,UBGNXJVT90,590
2943,2002-01-20,2003-01-20,VDHJSKYC98,890
2944,2010-09-19,2013-09-18,LQSQJXZJ45,732
2945,2009-06-13,2012-06-12,JJVQUHRW53,171
2946,2019-05-08,2020-05-07,KTTFAWOY98,302
2947,2011-01-04,2012-01-04,YPCFPMJQ10,533
2948,2012-11-24,2014-11-24,FEQHPXWD91,827
2949,2002-03-28,2003-03-28,BLCQSTLQ47,271
2950,2016-11-04,2020-11-03,TEDQTDBZ54,326
2951,1994-06-09,1995-06-09,WNPNJEVG54,198
2952,2009-03-05,2012-03-04,TLYDOWYM85,675
2953,1997-10-01,2001-09-30,IDOWSZOK02,529
2954,1999-01-02,2003-01-01,CIWKKMEC00,108
2955,2010-11-08,2012-11-07,WMKDXHSR24,665
2956,2008-06-28,2012-06-27,JJVQUHRW53,256
2957,2005-05-21,2008-05-20,IARTAFFX51,117
2958,1996-05-10,1997-05-10,KYMYXXBG12,282
2959,1995-06-02,1998-06-01,BXUIBWWG95,872
2960,2011-07-23,2012-07-22,JPBVKRYN96,662
2961,1997-02-09,1998-02-09,SBSVRAJX26,925
2962,2010-05-10,2014-05-09,YPCFPMJQ10,523
2963,1991-02-18,1994-02-17,KGWVYNSA31,216
2964,1994-04-28,1997-04-27,VHUTDQQD02,322
2965,2015-07-27,2016-07-26,CRBJGTZW91,419
2966,2006-03-26,2010-03-25,JJVQUHRW53,420
2967,2000-01-02,2001-01-01,VXQKRIOB08,759
2968,2015-02-09,2017-02-08,XBPSIEVT36,353
2969,1995-04-13,1999-04-12,EGAOTNUP26,818
2970,2005-01-18,2007-01-18,NABVVCGM82,846
2971,2003-02-11,2007-02-10,FXBBRXLA68,663
2972,1995-01-01,1996-12-31,QJSSUQXQ29,610
2973,2013-12-06,2014-12-06,XVSTQESU48,218
2974,2005-08-21,2007-08-21,OOGSYIWP08,589
2975,2011-10-06,2012-10-05,CCINTUOP48,283
2976,2014-08-14,2015-08-14,VDHJSKYC98,365
2977,2010-12-08,2011-12-08,UGJXFRYZ41,227
2978,1995-11-10,1996-11-09,GSYUCMYB50,395
2979,2008-04-08,2009-04-08,EGAOTNUP26,966
2980,2020-01-07,2023-01-06,OLIRHRDP51,956
2981,2006-08-14,2009-08-13,NBXECSTW88,261
2982,2014-03-22,2015-03-22,JWAHXXXB96,606
2983,2014-05-14,2018-05-13,WHSVDEON49,634
2984,2005-10-23,2008-10-22,IARTAFFX51,907
2985,1994-08-22,1997-08-21,WNPNJEVG54,600
2986,2017-06-27,2020-06-26,GHTHJDFM59,260
2987,2014-07-21,2016-07-20,BMLBGRND02,905
2988,2017-09-05,2020-09-04,OOGSYIWP08,238
2989,1998-05-18,2002-05-17,CCINTUOP48,999
2990,2017-05-09,2019-05-09,NVIVZOXU73,913
2991,2010-04-12,2011-04-12,GSYUCMYB50,496
2992,2018-08-23,2021-08-22,OXXCRXFX31,716
2993,2012-02-18,2014-02-17,JDYQSAHC90,197
2994,2011-04-15,2015-04-14,OUJAANOC36,771
2995,1995-11-02,1997-11-01,FEQHPXWD91,324
2996,2019-12-10,2023-12-09,EGAOTNUP26,669
2997,2007-07-18,2009-07-17,SBSVRAJX26,205
2998,1994-09-14,1997-09-13,JDYQSAHC90,538
2999,2008-12-14,2012-12-13,XVSTQESU48,993
3000,2000-01-23,2001-01-22,HHVSSPRU02,549
3001,1993-08-23,1996-08-22,QTJJSKOG70,451
3002,2001-02-11,2003-02-11,JWAHXXXB96,758
3003,2000-09-28,2002-09-28,USPEMRXK50,899
3004,2020-01-21,2021-01-20,APOMKTNF83,687
3005,2008-08-19,2012-08-18,IBGWELZC81,677
3006,2007-07-28,2011-07-27,UFOTOVKW05,285
3007,2008-05-02,2011-05-02,HCGYSNUO39,264
3008,2018-01-21,2021-01-20,WMKDXHSR24,653
3009,2017-09-03,2019-09-03,EJSBCWZN53,818
3010,2002-08-01,2003-08-01,FXBBRXLA68,21
3011,2005-02-28,2009-02-27,ROPIKGME60,848
3012,1990-10-14,1993-10-13,YPCFPMJQ10,558
3013,2003-06-24,2004-06-23,OOGSYIWP08,331
3014,2020-04-24,2022-04-24,BMLBGRND02,321
3015,2001-04-17,2003-04-17,KEMPSJTD69,287
3016,2015-08-26,2017-08-25,UVWIZKBU76,206
3017,2013-12-07,2016-12-06,YCPCXAMZ42,135
3018,2003-12-17,2005-12-16,AQCASZAA33,560
3019,2009-03-12,2011-03-12,HHVSSPRU02,776
3020,2012-04-11,2015-04-11,UFOTOVKW05,187
3021,1999-10-11,2000-10-10,SLZAJREK70,23
3022,2009-07-10,2013-07-09,YVGZASAC07,306
3023,2005-03-01,2007-03-01,ORWFNHSL71,163
3024,2019-06-04,2023-06-03,DNUWOIGC87,403
3025,2008-05-09,2010-05-09,APOMKTNF83,511
3026,2012-08-20,2013-08-20,DNUWOIGC87,137
3027,2011-12-24,2012-12-23,TLYDOWYM85,718
3028,1992-08-10,1995-08-10,OXXCRXFX31,655
3029,2007-03-02,2011-03-01,WVPSKOMR97,379
3030,1995-02-02,1996-02-02,QVPMBVUX64,44
3031,2020-12-25,2022-12-25,BKPYNNGJ95,482
3032,2015-07-05,2017-07-04,VDHJSKYC98,406
3033,1997-07-18,1999-07-18,CYKXKSHI67,903
3034,2010-05-26,2011-05-26,CXOOXSAG43,583
3035,2000-07-10,2003-07-10,LZJQKBND72,576
3036,1990-12-09,1994-12-08,HCGYSNUO39,749
3037,1991-06-06,1993-06-05,NJNTMGQH57,695
3038,2007-11-23,2008-11-22,IDOWSZOK02,378
3039,1993-09-15,1996-09-14,SDETFZWU63,148
3040,2011-01-10,2015-01-09,BMLBGRND02,818
3041,1992-10-04,1993-10-04,ROQBIJSP98,699
3042,1992-06-06,1993-06-06,QTJJSKOG70,324
3043,2002-12-03,2005-12-02,YPXJAUSM79,52
3044,2010-12-02,2013-12-01,REOKBGFC42,797
3045,2015-12-26,2017-12-25,BYTBCRZC48,780
3046,2011-09-20,2013-09-19,YPCFPMJQ10,451
3047,2004-11-05,2007-11-05,LZFXPISP97,541
3048,2005-12-24,2006-12-24,LUQPGNON78,699
3049,1997-07-26,1998-07-26,IARTAFFX51,607
3050,2008-12-16,2012-12-15,YPXJAUSM79,927
3051,2011-07-13,2015-07-12,IARTAFFX51,325
3052,1994-11-16,1997-11-15,QTJJSKOG70,662
3053,2020-11-13,2024-11-12,YCPCXAMZ42,839
3054,2004-10-04,2008-10-03,YYCMCTXR62,891
3055,2011-01-16,2014-01-15,LZJQKBND72,844
3056,2002-03-02,2003-03-02,NJNTMGQH57,162
3057,1994-04-09,1995-04-09,TEDQTDBZ54,510
3058,1991-03-04,1995-03-03,PDKDYDIR92,345
3059,2003-10-03,2006-10-02,JDYQSAHC90,974
3060,2016-10-17,2018-10-17,BMLBGRND02,928
3061,2010-09-03,2014-09-02,QJSSUQXQ29,714
3062,1997-05-01,1998-05-01,REOKBGFC42,490
3063,2007-08-18,2009-08-17,GHTHJDFM59,269
3064,2015-05-01,2018-04-30,KOQGXORU43,158
3065,1990-10-20,1991-10-20,WMKDXHSR24,631
3066,2011-01-21,2015-01-20,ROQBIJSP98,818
3067,1994-09-12,1997-09-11,IARTAFFX51,71
3068,2015-03-12,2016-03-11,NJNTMGQH57,888
3069,2004-10-27,2007-10-27,WMKDXHSR24,338
3070,1993-05-21,1996-05-20,QVPMBVUX64,485
3071,2006-06-27,2009-06-26,BLCQSTLQ47,545
3072,2003-01-27,2006-01-26,KEMPSJTD69,779
3073,1992-02-16,1993-02-15,KEMPSJTD69,353
3074,1991-01-02,1995-01-01,TOUBFVJK13,859
3075,2009-08-26,2010-08-26,HHVSSPRU02,194
3076,1994-08-20,1997-08-19,KYMYXXBG12,901
3077,2016-02-12,2017-02-11,CCINTUOP48,669
3078,2001-07-28,2002-07-28,NABVVCGM82,586
3079,2003-06-19,2005-06-18,WHSVDEON49,606
3080,1992-06-17,1995-06-17,UBGNXJVT90,743
